delivery_id,order_id,driver_id,vehicle_id,hub_id,dispatch_time,delivery_completed_at,delivery_status,route_distance_km,manual_route_override_count,proof_of_completion_missing,customer_rating_post_delivery,fuel_or_charge_cost,delivery_duration_hrs,is_late
DL00640,O00840,D119,V093,H08,28/03/24 19:02,28/03/24 22:58,OnTime,11.78,2,0,5.0,10.44,3.93,0
DL00641,O00955,D092,V010,H01,04/01/25 17:23,05/01/25 10:38,OnTime,10.48,0,0,2.54,13.58,17.25,1
DL00642,O00212,D153,V024,H07,04/01/25 23:50,05/01/25 03:23,OnTime,20.42,1,0,4.48,14.05,3.55,0
DL00643,O00926,D114,V047,H02,03/07/24 02:35,03/07/24 14:53,OnTime,13.71,2,0,4.5,15.88,12.3,1
DL00644,O00585,D097,V119,H01,25/02/25 14:04,26/02/25 01:40,OnTime,6.36,0,0,3.11,13.31,11.6,1
DL00645,O00158,D129,V090,H02,11/07/24 17:47,12/07/24 22:44,OnTime,6.06,2,0,2.77,13.29,28.95,1
DL00646,O00707,D023,V100,H06,10/11/24 06:33,10/11/24 10:57,OnTime,8.31,0,0,4.38,4.79,4.4,1
DL00647,O00550,D067,V001,H02,19/01/25 02:17,19/01/25 23:38,OnTime,8.7,1,0,4.52,10.41,21.35,0
DL00648,O00551,D143,V045,H02,16/06/24 13:01,16/06/24 16:08,OnTime,9.21,0,0,4.43,14.38,3.12,0
DL00649,O00110,D075,V073,H01,23/08/24 13:10,23/08/24 14:46,OnTime,9.4,1,0,5.0,12.55,1.6,0
DL00650,O00106,D097,V035,H01,29/11/25 06:15,29/11/25 11:03,OnTime,8.16,0,0,4.26,11.01,4.8,0
DL00651,O00107,D090,V022,H04,14/11/24 01:39,14/11/24 11:26,Delayed,6.01,1,0,3.71,9.58,9.78,1
DL00652,O00928,D129,V028,H07,28/02/24 14:26,29/02/24 12:02,OnTime,14.7,1,0,3.65,7.18,21.6,0
DL00653,O00076,D043,V096,H04,25/12/25 05:43,25/12/25 15:29,Delayed,12.43,3,0,2.71,13.03,9.77,1
DL00654,O00897,D078,V057,H04,21/09/25 21:38,,CANCELLED,17.42,0,0,2.92,13.13,,0
DL00655,O01222,D156,V042,H08,10/09/25 03:29,10/09/25 12:38,OnTime,12.34,1,0,4.66,3.15,9.15,0
DL00656,O00747,D134,V089,H03,05/08/25 09:12,05/08/25 09:00,OnTime,15.27,0,0,0.0,12.29,0.0,0
DL00657,O00674,D145,V072,H01,11/08/25 17:47,12/08/25 09:13,OnTime,14.98,2,0,1.95,17.49,15.43,1
DL00658,O01123,D001,V073,H04,31/01/24 07:38,01/02/24 18:27,OnTime,6.23,1,0,4.41,6.01,34.82,1
DL00659,O00308,D046,V082,H02,28/03/25 16:40,29/03/25 03:35,OnTime,34.92,2,0,4.31,16.73,10.92,0
DL00660,O00016,D008,V001,H02,29/07/25 13:52,29/07/25 17:01,OnTime,16.1,2,0,3.36,14.03,3.15,0
DL00661,O01038,D145,V067,H03,01/12/24 01:45,01/12/24 06:12,OnTime,19.41,2,0,4.41,17.61,4.45,0
DL00662,O00365,D118,V013,H03,11/01/24 13:00,11/01/24 14:14,OnTime,21.14,0,0,4.62,16.89,1.23,0
DL00663,O00865,D017,V070,H03,22/03/24 01:14,22/03/24 04:15,OnTime,15.24,1,0,3.19,16.61,3.02,1
DL00664,O00430,D152,V027,H07,15/01/25 03:49,15/01/25 20:16,OnTime,20.64,1,1,3.36,25.46,16.45,1
DL00665,O00268,D124,V100,H03,29/01/24 08:37,29/01/24 12:14,Delayed,20.03,3,1,2.49,15.01,3.62,0
DL00666,O00350,D055,V066,H05,20/11/24 04:37,20/11/24 06:18,OnTime,5.38,0,0,4.67,10.56,1.68,0
DL00667,O01088,D049,V087,H08,02/12/24 12:50,02/12/24 16:12,OnTime,9.91,1,0,4.8,13.21,3.37,0
DL00668,O01140,D107,V018,H05,26/09/25 01:35,26/09/25 08:09,OnTime,19.54,0,0,4.57,16.84,6.57,1
DL00669,O01235,D039,V001,H08,01/06/25 03:54,01/06/25 01:41,OnTime,15.65,0,0,3.31,12.4,0.0,0
DL00670,O01248,D098,V006,H04,30/08/24 19:26,31/08/24 15:46,OnTime,11.65,1,0,4.28,17.56,20.33,0
DL00671,O00005,D054,V073,H03,17/02/25 20:23,18/02/25 08:05,OnTime,16.01,1,0,4.38,13.53,11.7,0
DL00672,O00017,D108,V030,H02,27/05/25 11:38,28/05/25 08:21,OnTime,35.33,5,0,4.94,19.77,20.72,0
DL00673,O00651,D125,V047,H03,29/09/24 10:51,29/09/24 14:22,OnTime,13.26,0,0,4.71,11.92,3.52,0
DL00674,O00456,D005,V078,H01,16/01/24 04:57,16/01/24 07:20,OnTime,12.96,1,0,4.96,8.1,2.38,1
DL00675,O00436,D120,V008,H07,29/01/25 18:44,29/01/25 18:32,OnTime,23.3,3,0,3.5,13.77,0.0,0
DL00676,O00515,D033,V027,H05,03/02/24 12:39,03/02/24 16:14,OnTime,3.67,1,0,3.87,10.33,3.58,0
DL00677,O00528,D001,V036,H03,13/10/24 11:51,13/10/24 21:30,OnTime,18.36,2,0,3.82,10.56,9.65,0
DL00678,O00441,D133,V119,H07,01/04/25 12:54,01/04/25 23:37,OnTime,8.13,0,0,4.29,6.46,10.72,0
DL00679,O01122,D008,V098,H04,06/10/25 07:57,07/10/25 02:15,Delayed,1.2,2,0,2.15,12.25,18.3,1
DL00680,O01148,D064,V056,H04,19/11/24 06:45,20/11/24 06:09,OnTime,12.17,0,0,4.49,8.14,23.4,0
DL00681,O01197,D046,V033,H01,27/01/24 02:16,28/01/24 05:15,Delayed,13.28,0,0,1.97,18.74,26.98,1
DL00682,O00264,D039,V004,H08,12/08/25 12:49,12/08/25 18:08,OnTime,11.86,0,0,5.0,14.2,5.32,0
DL00683,O00560,D102,V008,H03,05/08/25 18:41,06/08/25 09:14,Delayed,21.04,0,0,2.52,19.01,14.55,1
DL00684,O00986,D026,V027,H08,06/02/24 11:40,07/02/24 19:38,Delayed,12.6,1,1,3.71,10.36,31.97,1
DL00685,O00113,D002,V042,H03,12/02/24 05:54,12/02/24 22:59,OnTime,10.66,1,0,2.68,10.8,17.08,1
DL00686,O00523,D083,V002,H08,04/11/25 08:01,04/11/25 12:17,OnTime,24.04,3,0,5.0,12.99,4.27,0
DL00687,O00328,D168,V072,H06,12/09/24 07:45,12/09/24 07:31,OnTime,16.38,2,0,5.0,15.23,0.0,0
DL00688,O00385,D117,V068,H03,24/10/25 17:08,24/10/25 17:53,OnTime,17.58,0,0,4.16,13.79,0.75,0
DL00689,O00165,D087,V048,H07,16/03/24 15:57,17/03/24 13:28,OnTime,16.14,1,0,4.14,18.83,21.52,0
DL00690,O00129,D167,V096,H01,12/12/24 05:16,13/12/24 10:27,OnTime,17.64,0,0,2.59,15.08,29.18,1
DL00691,O00022,D055,V091,H01,20/04/25 21:40,21/04/25 17:33,Delayed,4.45,0,0,4.36,13.49,19.88,1
DL00692,O00176,D093,V100,H07,15/04/25 11:14,15/04/25 11:40,OnTime,14.91,0,0,3.65,16.9,0.43,0
DL00693,O00154,D137,V063,H03,20/08/24 06:10,20/08/24 23:47,Delayed,13.63,0,0,2.62,11.31,17.62,1
DL00694,O00457,D087,V038,H05,31/03/24 09:26,01/04/24 08:43,OnTime,14.66,0,1,1.68,13.68,23.28,1
DL00695,O00195,D017,V067,H06,02/06/24 20:32,03/06/24 10:47,Delayed,18.13,1,0,3.49,16.69,14.25,1
DL00696,O01210,D016,V035,H07,01/04/25 13:32,01/04/25 13:43,OnTime,4.73,2,0,3.18,11.48,0.18,0
DL00697,O00117,D010,V080,H06,10/06/24 11:21,10/06/24 22:34,OnTime,13.19,1,0,5.0,10.04,11.22,0
DL00698,O00882,D101,V092,H07,01/09/24 12:12,01/09/24 22:24,OnTime,10.97,0,0,3.6,15.95,10.2,1
DL00699,O00388,D133,V091,H02,07/10/25 00:43,07/10/25 04:23,OnTime,13.59,1,0,4.11,13.94,3.67,0
DL00700,O00027,D099,V115,H06,26/02/25 02:22,26/02/25 06:50,OnTime,8.6,1,0,5.0,9.3,4.47,1
DL00701,O00440,D077,V084,H08,03/12/24 03:36,04/12/24 09:00,OnTime,12.65,0,0,5.0,10.83,29.4,1
DL00702,O00143,D104,V086,H06,07/03/25 13:02,08/03/25 13:13,OnTime,18.33,2,0,4.86,10.36,24.18,1
DL00703,O01098,D136,V020,H06,24/04/25 09:34,24/04/25 15:44,Delayed,11.16,1,0,2.82,12.56,6.17,1
DL00704,O01009,D058,V084,H08,01/06/24 06:49,01/06/24 07:25,OnTime,1.84,0,0,4.35,5.9,0.6,0
DL00705,O00084,D010,V061,H03,13/05/25 08:46,14/05/25 05:31,OnTime,15.18,2,0,4.04,12.68,20.75,1
DL00706,O00625,D164,V117,H08,12/07/25 06:16,13/07/25 05:40,OnTime,15.14,0,0,4.37,11.27,23.4,0
DL00707,O00514,D022,V013,H02,12/11/25 08:13,12/11/25 07:49,OnTime,9.89,1,0,4.15,16.04,0.0,0
DL00708,O00323,D089,V035,H07,01/11/24 15:56,01/11/24 20:54,OnTime,7.15,1,0,4.49,3.79,4.97,1
DL00709,O00580,D125,V020,H02,12/02/24 07:41,12/02/24 10:11,Delayed,14.43,1,1,4.39,8.47,2.5,1
DL00710,O00262,D116,V119,H06,28/02/24 06:22,28/02/24 07:32,OnTime,1.39,2,0,4.12,12.47,1.17,0
DL00711,O00484,D028,V120,H08,10/03/24 14:43,11/03/24 13:39,OnTime,16.19,3,0,3.77,8.83,22.93,0
DL00712,O01056,D134,V012,H07,20/12/24 00:40,20/12/24 11:07,Delayed,11.83,1,0,4.95,3.1,10.45,1
DL00713,O00728,D044,V039,H03,21/10/24 06:15,22/10/24 04:27,OnTime,21.4,0,0,4.63,26.99,22.2,0
DL00714,O00078,D140,V110,H04,06/10/25 05:23,06/10/25 11:04,OnTime,10.21,0,0,4.53,20.77,5.68,0
DL00715,O00621,D148,V098,H02,15/05/25 19:44,16/05/25 16:03,Delayed,37.21,2,0,4.05,18.77,20.32,1
DL00716,O00221,D158,V074,H08,06/10/24 05:06,06/10/24 15:10,OnTime,3.43,1,0,3.66,8.24,10.07,0
DL00717,O00530,D106,V016,H01,31/03/24 08:10,31/03/24 16:23,Delayed,28.07,3,0,4.26,17.52,8.22,1
DL00718,O00945,D067,V081,H01,10/11/25 15:32,11/11/25 06:12,Delayed,9.2,0,0,2.3,15.84,14.67,1
DL00719,O00138,D124,V020,H08,02/10/25 07:02,02/10/25 12:15,Delayed,16.1,1,0,3.88,18.38,5.22,1
DL00720,O01179,D097,V102,H06,13/10/25 21:10,14/10/25 08:32,Delayed,9.37,1,0,3.0,9.84,11.37,1
DL00721,O00742,D086,V017,H04,27/08/25 17:58,28/08/25 08:37,Delayed,29.21,1,0,3.51,23.07,14.65,1
DL00722,O00289,D097,V083,H04,24/08/24 02:33,25/08/24 00:27,OnTime,16.76,0,0,4.24,19.9,21.9,0
DL00723,O00477,D050,V108,H03,29/10/25 14:40,30/10/25 01:19,Delayed,6.67,2,1,3.25,17.41,10.65,1
DL00724,O00024,D003,V042,H01,10/10/24 07:43,10/10/24 10:21,OnTime,17.9,0,0,4.76,14.39,2.63,0
DL00725,O01115,D140,V094,H06,29/11/25 00:00,29/11/25 16:20,OnTime,13.65,1,0,2.1,12.34,16.33,1
DL00726,O00085,D045,V023,H03,02/03/24 09:54,02/03/24 12:02,OnTime,14.37,0,0,5.0,2.5,2.13,0
DL00727,O00520,D164,V080,H08,07/07/24 13:40,07/07/24 21:11,Delayed,5.25,0,0,3.43,3.23,7.52,1
DL00728,O00951,D128,V093,H01,30/04/24 16:16,01/05/24 02:12,Delayed,11.96,0,1,4.54,8.65,9.93,1
DL00729,O00638,D004,V060,H04,26/05/25 13:22,26/05/25 17:18,OnTime,5.33,1,0,4.2,9.65,3.93,0
DL00730,O00191,D170,V025,H05,02/04/25 03:32,02/04/25 14:46,OnTime,8.68,1,0,4.06,5.48,11.23,0
DL00731,O00386,D158,V042,H05,16/12/24 21:08,17/12/24 15:02,OnTime,18.68,3,1,3.05,12.76,17.9,1
DL00732,O00748,D024,V076,H01,23/07/25 06:45,24/07/25 15:06,OnTime,11.16,1,0,3.55,15.34,32.35,1
DL00733,O00252,D009,V114,H03,10/03/24 16:48,10/03/24 18:13,OnTime,21.06,0,0,3.48,18.64,1.42,1
DL00734,O00317,D106,V089,H02,19/01/25 23:25,20/01/25 05:14,OnTime,12.54,0,0,3.99,12.79,5.82,0
DL00735,O00190,D150,V082,H01,28/12/24 08:40,28/12/24 07:08,OnTime,13.27,0,0,3.68,10.58,0.0,0
DL00736,O00732,D123,V100,H02,05/06/25 11:32,06/06/25 04:00,OnTime,13.5,0,0,2.19,13.81,16.47,1
DL00737,O00247,D146,V015,H01,13/07/24 21:14,13/07/24 23:35,OnTime,15.68,1,0,4.03,10.54,2.35,0
DL00738,O01163,D071,V022,H06,10/09/24 01:38,10/09/24 14:25,Delayed,7.16,0,0,3.63,8.91,12.78,1
DL00739,O00644,D087,V078,H08,03/11/25 10:33,04/11/25 00:52,Delayed,7.6,1,0,3.28,15.7,14.32,1
DL00740,O00889,D029,V021,H02,24/02/24 23:01,25/02/24 01:20,OnTime,15.64,0,0,3.98,11.85,2.32,0
DL00741,O00689,D113,V091,H01,29/09/25 16:16,29/09/25 22:27,Delayed,15.66,1,0,1.65,8.71,6.18,1
DL00742,O00326,D056,V033,H06,03/11/24 10:06,04/11/24 02:59,Delayed,13.55,0,1,2.51,15.1,16.88,1
DL00743,O00171,D158,V083,H03,01/05/25 03:28,01/05/25 03:30,OnTime,33.77,0,0,5.0,13.64,0.03,0
DL00744,O00899,D052,V062,H06,04/02/25 09:43,04/02/25 23:30,Delayed,25.36,5,0,1.64,13.11,13.78,1
DL00745,O00333,D092,V072,H07,25/03/25 06:36,25/03/25 23:16,OnTime,11.35,0,0,4.29,13.37,16.67,1
DL00746,O00431,D002,V097,H02,29/03/25 13:29,29/03/25 17:02,OnTime,14.4,1,0,3.32,11.96,3.55,0
DL00747,O00482,D008,V085,H08,10/11/25 04:00,10/11/25 08:22,OnTime,15.25,1,0,4.27,12.88,4.37,0
DL00748,O00741,D156,V119,H04,30/05/25 02:47,30/05/25 16:13,Delayed,32.739999999999995,1,0,0.0,16.92,13.43,1
DL00749,O01036,D026,V013,H06,28/02/24 20:38,28/02/24 23:29,OnTime,13.64,1,0,4.27,10.07,2.85,0
DL00750,O00976,D156,V109,H08,02/02/24 19:55,03/02/24 23:06,Delayed,13.29,0,0,2.64,10.65,27.18,1
DL00751,O00234,D136,V073,H01,19/02/25 12:33,19/02/25 17:19,OnTime,13.68,0,0,5.0,8.76,4.77,0
DL00752,O00020,D069,V013,H01,09/05/24 23:04,09/05/24 22:49,OnTime,12.27,1,0,4.33,8.63,0.0,0
DL00753,O01139,D163,V101,H04,05/03/24 15:46,05/03/24 23:19,OnTime,17.13,1,0,4.6,16.29,7.55,1
DL00754,O00605,D027,V023,H03,21/03/25 15:02,21/03/25 13:30,OnTime,1.2,1,0,4.18,7.11,0.0,0
DL00755,O01073,D084,V024,H08,05/01/24 05:34,05/01/24 21:45,Delayed,21.74,1,0,2.22,13.13,16.18,1
DL00756,O00112,D130,V034,H07,16/09/24 08:59,16/09/24 07:27,OnTime,13.07,3,0,3.11,16.72,0.0,0
DL00757,O00074,D135,V002,H06,18/10/25 14:03,18/10/25 21:07,Delayed,12.69,1,1,5.0,6.5,7.07,1
DL00758,O01126,D085,V043,H07,02/05/25 17:34,03/05/25 09:21,Delayed,21.98,4,0,2.72,17.1,15.78,1
DL00759,O01240,D012,V120,H08,08/10/25 15:19,08/10/25 18:32,OnTime,6.57,0,0,4.47,11.36,3.22,1
DL00760,O00226,D081,V030,H04,23/07/24 14:20,24/07/24 15:40,OnTime,12.22,0,0,4.2,14.58,25.33,1
DL00761,O00810,D134,V088,H04,16/04/24 04:12,16/04/24 15:34,OnTime,1.2,1,0,3.48,3.76,11.37,0
DL00762,O00864,D133,V002,H03,04/08/24 01:29,04/08/24 04:51,OnTime,34.77,1,0,3.95,18.48,3.37,0
DL00763,O00837,D110,V059,H02,18/04/24 19:06,20/04/24 06:31,OnTime,16.1,0,1,3.96,13.38,35.42,1
DL00764,O01187,D049,V004,H07,17/11/25 02:29,17/11/25 10:47,Delayed,14.53,0,0,2.42,10.58,8.3,1
DL00765,O00043,D126,V023,H06,01/01/24 06:03,01/01/24 15:35,OnTime,16.23,1,0,4.81,15.76,9.53,0
DL00766,O00371,D082,V088,H07,27/01/25 04:54,27/01/25 12:48,OnTime,10.55,0,0,2.58,13.84,7.9,1
DL00767,O00948,D096,V099,H02,14/05/25 05:19,14/05/25 14:53,Delayed,5.39,2,0,3.98,3.62,9.57,1
DL00768,O00800,D086,V043,H04,29/01/24 02:36,29/01/24 18:44,Delayed,14.84,0,0,1.74,20.01,16.13,1
DL00769,O00957,D038,V048,H03,28/02/24 03:47,28/02/24 03:42,OnTime,10.69,0,0,3.73,8.08,0.0,0
DL00770,O00217,D091,V077,H08,22/01/24 08:17,23/01/24 05:25,OnTime,29.87,1,0,4.21,17.68,21.13,0
DL00771,O00257,D003,V116,H01,11/08/24 03:42,11/08/24 07:16,OnTime,11.52,2,0,4.78,14.84,3.57,0
DL00772,O01108,D135,V058,H07,24/10/24 07:22,24/10/24 12:22,OnTime,15.77,0,0,4.48,12.1,5.0,1
DL00773,O00080,D101,V050,H03,13/11/25 05:00,13/11/25 09:21,OnTime,19.65,0,0,3.41,11.72,4.35,1
DL00774,O01180,D049,V032,H02,07/09/24 21:42,08/09/24 11:19,Delayed,26.83,1,0,4.21,12.3,13.62,1
DL00775,O00153,D109,V040,H05,09/02/25 09:08,10/02/25 21:51,Delayed,3.69,0,1,2.36,14.94,36.72,1
DL00776,O00383,D036,V069,H02,19/11/24 17:12,19/11/24 15:56,OnTime,15.59,0,0,4.41,14.25,0.0,0
DL00777,O00316,D064,V088,H05,31/07/25 14:43,31/07/25 20:19,OnTime,13.91,0,0,3.58,13.71,5.6,0
DL00778,O00965,D143,V005,H08,28/09/24 17:43,29/09/24 14:06,OnTime,18.34,3,0,2.96,12.7,20.38,1
DL00779,O01146,D127,V048,H08,17/11/25 05:21,17/11/25 11:08,OnTime,6.04,1,0,4.27,15.07,5.78,0
DL00780,O01202,D155,V040,H01,14/11/24 16:31,14/11/24 23:40,OnTime,12.72,0,0,3.64,15.59,7.15,1
DL00781,O00871,D082,V092,H02,24/12/25 06:28,25/12/25 04:08,OnTime,11.59,0,0,4.6,17.88,21.67,1
DL00782,O00602,D019,V030,H07,11/12/25 11:15,12/12/25 05:39,Delayed,16.3,0,0,3.47,13.54,18.4,1
DL00783,O00380,D099,V015,H07,20/02/25 00:44,20/02/25 20:49,OnTime,8.95,2,1,1.67,16.86,20.08,1
DL00784,O00073,D095,V039,H05,31/03/25 05:10,01/04/25 01:01,Delayed,5.24,0,1,2.29,13.26,19.85,1
DL00785,O00726,D099,V031,H01,05/02/24 00:29,05/02/24 02:55,OnTime,18.6,1,0,4.22,17.03,2.43,0
DL00786,O00232,D083,V088,H06,05/06/25 22:06,06/06/25 00:04,OnTime,15.42,0,0,5.0,14.69,1.97,0
DL00787,O00102,D159,V071,H06,22/05/24 00:18,22/05/24 00:52,OnTime,11.22,3,0,4.01,9.72,0.57,0
DL00788,O00927,D108,V058,H05,07/05/25 05:03,08/05/25 00:15,OnTime,10.39,0,0,4.32,19.57,19.2,1
DL00789,O00536,D103,V031,H06,03/11/25 11:23,04/11/25 12:13,OnTime,15.28,3,1,3.03,11.56,24.83,1
DL00790,O00628,D170,V039,H08,26/10/24 12:51,27/10/24 03:56,Delayed,12.25,0,1,3.68,5.21,15.08,1
DL00791,O01047,D085,V116,H01,10/11/25 17:11,10/11/25 20:04,OnTime,21.48,1,0,4.67,22.23,2.88,0
DL00792,O00033,D106,V094,H08,30/12/25 21:39,31/12/25 14:37,OnTime,14.69,1,0,3.2,16.8,16.97,1
DL00793,O00095,D119,V043,H03,15/05/25 14:55,16/05/25 13:44,OnTime,17.36,2,0,4.7,14.29,22.82,0
DL00794,O00265,D052,V079,H04,19/05/24 02:54,19/05/24 08:03,Delayed,12.37,1,0,1.76,17.61,5.15,1
DL00795,O00151,D068,V062,H05,02/03/25 11:55,02/03/25 16:00,OnTime,2.99,0,0,4.03,9.67,4.08,1
DL00796,O00860,D139,V098,H05,26/04/24 22:58,26/04/24 23:15,OnTime,19.21,2,0,4.08,14.76,0.28,0
DL00797,O00894,D138,V066,H01,15/01/24 01:08,15/01/24 04:42,Delayed,11.19,1,0,3.85,5.56,3.57,1
DL00798,O00850,D046,V073,H07,31/07/24 22:19,01/08/24 02:44,OnTime,12.93,2,0,4.63,14.15,4.42,0
DL00799,O01233,D125,V103,H04,25/04/24 19:34,,CANCELLED,11.72,1,0,4.41,9.63,,0
DL00800,O01147,D001,V008,H02,20/04/24 00:58,20/04/24 13:46,Delayed,10.59,1,0,3.41,13.12,12.8,1
DL00801,O00463,D151,V118,H07,20/02/25 02:40,20/02/25 04:53,OnTime,12.81,0,0,3.78,18.21,2.22,1
DL00802,O00691,D092,V086,H08,18/11/24 03:56,18/11/24 14:22,OnTime,11.27,0,0,3.79,9.97,10.43,0
DL00803,O00368,D080,V093,H05,05/12/24 00:47,05/12/24 02:50,OnTime,13.02,3,0,3.98,12.99,2.05,0
DL00804,O00015,D052,V097,H03,09/11/25 05:43,09/11/25 09:20,OnTime,9.3,1,0,3.94,9.13,3.62,0
DL00805,O00215,D033,V057,H07,07/01/24 12:44,07/01/24 11:01,OnTime,16.4,2,0,4.73,9.99,0.0,0
DL00806,O00128,D117,V108,H07,28/12/25 14:40,30/12/25 04:18,Delayed,40.11,2,1,2.68,24.27,37.63,1
DL00807,O00089,D103,V061,H05,24/04/25 20:33,25/04/25 04:18,OnTime,1.2,2,0,2.8,8.46,7.75,1
DL00808,O00993,D055,V009,H04,07/06/25 23:43,08/06/25 22:37,OnTime,10.76,1,0,4.77,9.73,22.9,0
DL00809,O01071,D043,V051,H05,27/02/25 00:21,27/02/25 16:48,Delayed,13.21,1,1,4.41,16.54,16.45,1
DL00810,O00116,D120,V053,H08,09/03/25 16:49,09/03/25 19:25,OnTime,15.23,0,0,5.0,11.22,2.6,0
DL00811,O00404,D160,V082,H01,17/10/25 23:22,17/10/25 21:59,OnTime,8.18,0,0,3.16,10.81,0.0,0
DL00812,O01016,D073,V059,H02,04/06/24 00:55,04/06/24 05:47,OnTime,23.74,4,0,5.0,11.75,4.87,0
DL00813,O00869,D144,V045,H01,26/02/24 07:08,26/02/24 06:52,OnTime,14.17,0,0,3.56,13.63,0.0,0
DL00814,O00471,D123,V060,H04,07/06/25 15:06,07/06/25 20:22,OnTime,8.94,0,0,3.81,12.08,5.27,0
DL00815,O00771,D134,V119,H03,27/07/25 23:16,28/07/25 07:38,Delayed,13.86,0,0,2.94,18.01,8.37,1
DL00816,O00857,D017,V047,H05,20/05/25 21:07,20/05/25 20:41,OnTime,1.2,1,0,3.44,13.41,0.0,0
DL00817,O00356,D097,V078,H01,27/05/25 05:41,27/05/25 07:33,OnTime,10.07,0,0,3.25,17.74,1.87,0
DL00818,O01000,D035,V120,H07,15/11/25 22:28,16/11/25 03:01,OnTime,35.25,1,0,5.0,23.18,4.55,0
DL00819,O00892,D142,V025,H03,08/10/25 03:49,08/10/25 10:54,Delayed,32.56,2,0,0.0,17.18,7.08,1
DL00820,O01192,D069,V030,H05,13/12/24 17:39,14/12/24 01:45,Delayed,30.97,2,0,3.07,21.48,8.1,1
DL00821,O00424,D074,V080,H07,11/07/25 10:13,11/07/25 21:18,OnTime,1.9,4,0,3.85,9.03,11.08,0
DL00822,O00109,D084,V032,H03,24/10/25 13:25,24/10/25 16:28,OnTime,6.47,1,0,3.13,12.84,3.05,0
DL00823,O00655,D104,V114,H08,01/11/25 16:20,02/11/25 05:35,OnTime,9.55,1,0,1.91,8.94,13.25,1
DL00824,O00369,D036,V080,H02,02/10/24 13:42,03/10/24 02:44,OnTime,10.19,2,0,4.45,7.81,13.03,1
DL00825,O01004,D147,V007,H05,21/09/24 20:08,22/09/24 02:23,OnTime,11.9,0,0,2.26,21.03,6.25,1
DL00826,O01087,D089,V021,H01,14/12/25 08:53,14/12/25 12:01,OnTime,24.56,1,0,3.83,14.2,3.13,1
DL00827,O00079,D065,V030,H01,10/03/25 06:56,10/03/25 07:06,OnTime,16.9,2,0,4.87,11.29,0.17,0
DL00828,O00879,D119,V069,H07,04/07/25 02:40,04/07/25 03:08,OnTime,8.27,0,0,4.79,14.23,0.47,0
DL00829,O00426,D101,V008,H03,28/09/24 15:10,28/09/24 16:18,OnTime,7.91,2,0,3.83,6.45,1.13,0
DL00830,O01114,D164,V071,H01,14/12/24 00:50,13/12/24 23:09,OnTime,11.1,2,0,4.33,10.17,0.0,0
DL00831,O00023,D133,V053,H08,05/10/25 05:51,06/10/25 04:17,OnTime,15.56,0,1,2.38,10.87,22.43,1
DL00832,O01143,D083,V109,H06,16/06/25 02:45,16/06/25 13:02,OnTime,18.52,0,0,4.27,13.94,10.28,1
DL00833,O00712,D169,V106,H04,26/05/25 11:52,26/05/25 14:09,OnTime,16.28,0,0,4.22,17.55,2.28,1
DL00834,O01165,D022,V099,H02,13/12/25 07:00,13/12/25 12:03,OnTime,15.51,2,0,4.58,9.85,5.05,0
DL00835,O00188,D096,V005,H05,09/09/25 04:34,09/09/25 17:10,Delayed,13.48,1,0,2.68,14.25,12.6,1
DL00836,O00206,D095,V057,H01,10/12/25 16:47,,CANCELLED,6.64,1,0,2.74,9.53,,0
DL00837,O01092,D052,V074,H03,10/12/25 15:10,10/12/25 21:02,OnTime,5.31,0,0,3.76,9.42,5.87,0
DL00838,O00909,D117,V103,H03,05/01/25 03:05,06/01/25 10:48,OnTime,14.62,1,1,2.31,20.66,31.72,1
DL00839,O00566,D078,V096,H03,07/04/24 01:03,07/04/24 13:40,OnTime,7.89,2,1,1.65,11.74,12.62,1
DL00840,O01162,D102,V106,H04,09/06/25 11:40,09/06/25 11:15,OnTime,7.84,0,0,4.18,13.23,0.0,0
DL00841,O00733,D006,V068,H02,06/08/24 08:40,06/08/24 11:32,OnTime,15.77,1,0,3.39,11.44,2.87,0
DL00842,O00405,D102,V114,H07,14/02/24 12:17,14/02/24 16:30,OnTime,5.55,1,0,3.88,8.89,4.22,0
DL00843,O00804,D138,V012,H05,13/03/24 10:34,14/03/24 09:16,OnTime,17.19,1,0,4.66,12.85,22.7,0
DL00844,O00991,D168,V093,H03,03/01/25 18:00,03/01/25 17:49,OnTime,10.66,1,0,4.63,20.41,0.0,0
DL00845,O01218,D162,V047,H05,15/03/25 04:24,15/03/25 06:23,OnTime,32.79,2,0,4.64,13.5,1.98,0
DL00846,O01118,D038,V004,H03,26/02/24 19:54,26/02/24 23:58,OnTime,17.64,0,0,4.01,17.89,4.07,1
DL00847,O00134,D154,V035,H07,22/12/24 18:38,22/12/24 23:50,OnTime,1.46,0,0,4.09,7.98,5.2,1
DL00848,O00633,D080,V091,H08,12/02/24 13:23,12/02/24 14:55,OnTime,20.03,3,0,3.93,10.97,1.53,0
DL00849,O00169,D160,V016,H08,03/12/25 14:32,03/12/25 15:00,OnTime,8.52,2,0,4.31,13.73,0.47,0
DL00850,O00444,D060,V055,H05,30/08/25 19:20,30/08/25 22:59,OnTime,4.26,4,0,4.32,8.71,3.65,0
DL00851,O01022,D141,V053,H04,16/03/24 17:31,17/03/24 21:55,Delayed,2.38,0,0,3.21,3.58,28.4,1
DL00852,O00974,D013,V052,H03,11/06/25 01:17,11/06/25 03:21,OnTime,15.52,1,0,4.65,18.68,2.07,0
DL00853,O00178,D073,V086,H01,30/03/24 21:03,31/03/24 00:39,OnTime,12.77,3,0,4.19,15.35,3.6,0
