order_id,customer_id,service_type,order_created_at,promised_window_hours,pickup_zone,dropoff_zone,priority_level,order_value,booking_channel,special_handling_flag
O00776,C0571,PARCEL,03/03/25 00:53,4,RIVERSIDE,EAST,LOW,108.49,PHONE,0
O00777,C0226,RETAIL,18/10/25 23:47,6,EAST,RIVERSIDE,HIGH,14.64,APP,0
O00778,C0514,PARCEL,10/07/25 17:16,4,NORTH,CENTRAL,LOW,84.4,APP,0
O00779,C0397,RETAIL,25/07/25 11:40,24,RIVERSIDE,CENTRAL,CRITICAL,69.68,APP,0
O00780,C0490,PARCEL,16/06/24 18:40,1,WEST,NORTH,MEDIUM,80.48,WEB,0
O00781,C0049,RETAIL,19/11/24 11:19,12,NORTH,CENTRAL,HIGH,75.82,WEB,0
O00782,C0610,PASSENGER,17/04/24 01:47,2,SOUTH,SOUTH,MEDIUM,37.19,WEB,0
O00783,C0507,PARCEL,28/06/24 22:22,4,NORTH,EAST,CRITICAL,46.36,APP,1
O00784,C0308,PASSENGER,03/07/25 00:51,12,EAST,SOUTH,LOW,21.26,PHONE,1
O00785,C0378,PASSENGER,31/12/25 14:49,4,EAST,CENTRAL,HIGH,98.07,PHONE,0
O00786,C0473,MEDICAL,14/04/24 10:06,6,RIVERSIDE,WEST,MEDIUM,69.28,API,0
O00787,C0483,PARCEL,06/06/24 11:49,6,NORTH,RIVERSIDE,LOW,192.62,WEB,0
O00788,C0444,MEDICAL,27/04/25 15:05,4,AIRPORT,NORTH,MEDIUM,116.09,PHONE,0
O00789,C0201,BUSINESS,12/11/24 10:30,6,CENTRAL,RIVERSIDE,HIGH,163.0,APP,1
O00790,C0028,RETAIL,05/11/24 03:33,2,AIRPORT,WEST,HIGH,283.08,WEB,0
O00791,C0632,PASSENGER,30/07/25 08:32,4,EAST,AIRPORT,MEDIUM,107.8,APP,0
O00792,C0173,RETAIL,02/02/25 06:22,4,RIVERSIDE,SOUTH,MEDIUM,156.57,APP,0
O00793,C0259,BUSINESS,14/09/24 21:01,12,CENTRAL,SOUTH,MEDIUM,70.51,PHONE,0
O00794,C0415,RETAIL,16/07/24 22:17,12,CENTRAL,AIRPORT,LOW,154.5,APP,0
O00795,C0142,RETAIL,15/06/25 13:49,2,RIVERSIDE,CENTRAL,MEDIUM,42.52,APP,0
O00796,C0385,BUSINESS,28/01/25 05:51,6,CENTRAL,NORTH,HIGH,209.05,API,0
O00797,C0231,PASSENGER,23/03/25 04:08,4,RIVERSIDE,RIVERSIDE,MEDIUM,47.39,APP,1
O00798,C0547,RETAIL,14/01/24 03:13,4,SOUTH,NORTH,LOW,55.01,APP,0
O00799,C0289,PASSENGER,22/08/25 17:24,24,EAST,SOUTH,HIGH,260.0,WEB,0
O00800,C0032,MEDICAL,29/01/24 00:52,6,SOUTH,NORTH,MEDIUM,102.47,PHONE,0
O00801,C0138,RETAIL,29/03/24 14:49,6,SOUTH,NORTH,MEDIUM,111.28,APP,0
O00802,C0187,PASSENGER,14/02/24 06:56,24,WEST,WEST,MEDIUM,32.72,PHONE,0
O00803,C0509,RETAIL,08/09/25 17:58,6,EAST,AIRPORT,HIGH,60.3,APP,0
O00804,C0383,PARCEL,13/03/24 10:21,24,CENTRAL,RIVERSIDE,MEDIUM,278.77,PHONE,0
O00805,C0426,PASSENGER,10/01/25 17:56,6,NORTH,CENTRAL,LOW,180.16,APP,0
O00806,C0622,BUSINESS,17/04/25 15:49,12,NORTH,CENTRAL,MEDIUM,100.44,APP,1
O00807,C0162,PARCEL,16/10/25 06:00,4,SOUTH,RIVERSIDE,MEDIUM,155.63,APP,1
O00808,C0598,PASSENGER,09/06/24 06:57,4,RIVERSIDE,WEST,HIGH,79.62,APP,0
O00809,C0595,RETAIL,29/12/24 12:56,2,RIVERSIDE,SOUTH,MEDIUM,84.04,UNKNOWN,0
O00810,C0408,PARCEL,16/04/24 03:37,12,NORTH,SOUTH,HIGH,129.12,APP,0
O00811,C0267,RETAIL,05/09/24 06:28,6,NORTH,RIVERSIDE,MEDIUM,104.5,APP,1
O00812,C0219,PARCEL,04/12/25 18:37,24,WEST,AIRPORT,MEDIUM,55.92,APP,0
O00813,C0642,PARCEL,13/10/25 21:45,4,NORTH,NORTH,MEDIUM,75.79,APP,0
O00814,C0464,PASSENGER,26/03/25 02:36,12,EAST,RIVERSIDE,MEDIUM,27.9,PHONE,0
O00815,C0347,PARCEL,25/02/24 15:10,24,AIRPORT,AIRPORT,HIGH,216.89,APP,1
O00816,C0113,PASSENGER,13/02/25 20:43,12,EAST,CENTRAL,LOW,62.91,WEB,0
O00817,C0391,RETAIL,31/12/25 07:45,2,NORTH,SOUTH,LOW,208.48,PHONE,0
O00818,C0561,BUSINESS,27/10/25 15:44,1,RIVERSIDE,NORTH,MEDIUM,82.82,WEB,1
O00819,C0098,RETAIL,28/04/25 19:09,4,AIRPORT,WEST,LOW,93.02,APP,0
O00820,C0121,PASSENGER,05/01/24 15:38,6,RIVERSIDE,NORTH,LOW,231.32,APP,0
O00821,C0266,PARCEL,25/01/25 02:44,6,CENTRAL,SOUTH,MEDIUM,78.86,PHONE,0
O00822,C0186,PARCEL,09/01/24 07:00,1,WEST,SOUTH,MEDIUM,55.85,PHONE,0
O00823,C0264,PASSENGER,02/05/25 18:50,12,EAST,NORTH,MEDIUM,122.9,APP,0
O00824,C0074,RETAIL,17/08/24 20:47,12,SOUTH,EAST,MEDIUM,271.33,WEB,0
O00825,C0010,BUSINESS,25/10/25 01:15,4,SOUTH,WEST,MEDIUM,58.21,PHONE,0
O00826,C0055,PARCEL,04/06/24 06:51,4,AIRPORT,CENTRAL,MEDIUM,118.93,APP,0
O00827,C0152,MEDICAL,01/01/24 01:29,24,EAST,SOUTH,MEDIUM,19.26,WEB,0
O00828,C0025,PASSENGER,19/02/24 12:15,24,WEST,WEST,LOW,61.71,APP,0
O00829,C0032,PASSENGER,08/12/24 21:02,4,SOUTH,WEST,HIGH,32.2,PHONE,1
O00830,C0347,PASSENGER,23/07/25 20:36,2,SOUTH,SOUTH,HIGH,71.2,PHONE,0
O00831,C0560,BUSINESS,27/02/25 08:02,4,RIVERSIDE,CENTRAL,MEDIUM,130.28,APP,0
O00832,C0436,PARCEL,06/06/24 14:01,6,CENTRAL,AIRPORT,LOW,99.75,APP,1
O00833,C0431,PARCEL,05/05/25 03:48,2,CENTRAL,RIVERSIDE,MEDIUM,141.48,APP,0
O00834,C0526,PARCEL,28/12/25 03:11,1,EAST,AIRPORT,LOW,265.72,WEB,0
O00835,C0317,PASSENGER,26/05/24 16:10,6,SOUTH,AIRPORT,MEDIUM,51.0,APP,0
O00836,C0186,PASSENGER,22/09/25 16:20,6,SOUTH,NORTH,LOW,45.9,APP,1
O00837,C0578,PARCEL,18/04/24 16:50,24,EAST,WEST,LOW,35.47,APP,0
O00838,C0549,PASSENGER,25/01/25 00:04,6,CENTRAL,CENTRAL,LOW,48.73,WEB,0
O00839,C0046,PARCEL,31/01/24 17:41,6,RIVERSIDE,WEST,LOW,229.63,APP,0
O00840,C0358,PASSENGER,28/03/24 16:35,6,SOUTH,EAST,MEDIUM,142.01,WEB,0
O00841,C0132,BUSINESS,26/09/25 19:38,6,AIRPORT,SOUTH,MEDIUM,21.71,APP,0
O00842,C0588,RETAIL,07/04/25 02:45,12,CENTRAL,EAST,LOW,153.82,WEB,0
O00843,C0095,MEDICAL,25/02/24 21:34,12,NORTH,RIVERSIDE,CRITICAL,84.18,PHONE,1
O00844,C0276,MEDICAL,21/09/25 09:29,6,RIVERSIDE,RIVERSIDE,HIGH,76.02,APP,0
O00845,C0276,BUSINESS,02/10/25 21:00,4,AIRPORT,NORTH,MEDIUM,65.51,PHONE,0
O00846,C0372,PARCEL,27/07/25 23:13,2,EAST,EAST,HIGH,117.43,WEB,0
O00847,C0303,RETAIL,25/01/24 05:53,12,CENTRAL,CENTRAL,LOW,47.99,APP,1
O00848,C0489,BUSINESS,06/03/25 14:13,6,NORTH,SOUTH,HIGH,27.71,UNKNOWN,1
O00849,C0412,PASSENGER,05/05/24 22:41,4,AIRPORT,NORTH,HIGH,230.22,APP,0
O00850,C0601,PARCEL,31/07/24 21:27,6,WEST,EAST,HIGH,24.48,APP,0
O00851,C0480,BUSINESS,23/04/24 19:05,12,SOUTH,RIVERSIDE,MEDIUM,49.34,PHONE,0
O00852,C0599,RETAIL,13/07/25 16:22,2,NORTH,RIVERSIDE,MEDIUM,126.8,UNKNOWN,1
O00853,C0335,PARCEL,24/11/25 03:05,24,SOUTH,EAST,LOW,22.04,APP,0
O00854,C0343,PARCEL,09/01/24 03:05,4,AIRPORT,AIRPORT,LOW,90.75,WEB,0
O00855,C0342,PARCEL,01/11/25 08:19,6,AIRPORT,SOUTH,CRITICAL,140.01,WEB,0
O00856,C0574,PARCEL,11/12/24 09:09,12,SOUTH,CENTRAL,HIGH,58.06,APP,0
O00857,C0104,RETAIL,20/05/25 19:36,1,CENTRAL,WEST,HIGH,140.14,APP,1
O00858,C0045,PARCEL,12/08/24 06:00,1,RIVERSIDE,WEST,CRITICAL,129.56,WEB,0
O00859,C0476,RETAIL,21/03/24 02:02,6,AIRPORT,CENTRAL,LOW,83.53,APP,1
O00860,C0076,MEDICAL,26/04/24 21:44,2,EAST,SOUTH,MEDIUM,292.33,APP,0
O00861,C0265,PASSENGER,09/05/25 06:33,2,EAST,CENTRAL,MEDIUM,90.82,APP,0
O00862,C0599,RETAIL,29/01/25 14:26,4,EAST,NORTH,MEDIUM,84.14,PHONE,0
O00863,C0274,PASSENGER,17/09/25 18:41,12,RIVERSIDE,WEST,LOW,29.36,PHONE,0
O00864,C0246,BUSINESS,08/03/24 23:48,4,AIRPORT,CENTRAL,LOW,45.78,PHONE,0
O00865,C0597,PARCEL,22/03/24 00:53,2,EAST,SOUTH,MEDIUM,55.13,WEB,0
O00866,C0317,PARCEL,03/01/24 22:46,24,WEST,RIVERSIDE,MEDIUM,117.83,WEB,0
O00867,C0313,PARCEL,02/01/24 21:43,6,RIVERSIDE,CENTRAL,LOW,34.43,APP,0
O00868,C0037,PASSENGER,18/05/24 13:51,4,CENTRAL,WEST,MEDIUM,117.19,PHONE,1
O00869,C0490,PARCEL,26/02/24 05:39,4,CENTRAL,RIVERSIDE,MEDIUM,59.8,APP,1
O00870,C0092,PASSENGER,27/10/24 14:16,12,SOUTH,AIRPORT,HIGH,144.13,WEB,0
O00871,C0298,PARCEL,24/12/25 04:16,6,RIVERSIDE,NORTH,HIGH,46.35,PHONE,0
O00872,C0294,MEDICAL,11/03/24 11:01,2,EAST,SOUTH,LOW,113.37,APP,0
O00873,C0015,PARCEL,28/11/24 12:06,6,NORTH,SOUTH,HIGH,106.49,UNKNOWN,0
O00874,C0360,PARCEL,15/06/24 14:10,6,EAST,WEST,HIGH,246.43,PHONE,0
O00875,C0027,BUSINESS,31/10/25 20:59,12,NORTH,EAST,HIGH,64.89,WEB,0
O00876,C0301,PARCEL,29/04/25 19:53,4,WEST,AIRPORT,LOW,75.93,APP,0
O00877,C0277,RETAIL,29/11/24 08:51,4,EAST,WEST,MEDIUM,14.29,PHONE,0
O00878,C0190,MEDICAL,09/12/24 00:26,6,RIVERSIDE,WEST,LOW,35.24,APP,0
O00879,C0419,MEDICAL,07/04/25 00:21,4,SOUTH,WEST,LOW,123.72,APP,0
O00880,C0020,PARCEL,24/08/24 17:56,24,SOUTH,NORTH,LOW,51.19,APP,1
O00881,C0545,PASSENGER,31/12/24 10:00,6,RIVERSIDE,SOUTH,LOW,83.23,APP,0
O00882,C0204,PARCEL,09/01/24 10:50,2,CENTRAL,CENTRAL,HIGH,141.57,PHONE,0
O00883,C0335,BUSINESS,22/03/24 17:10,12,NORTH,NORTH,MEDIUM,139.75,WEB,0
O00884,C0339,PARCEL,17/04/24 01:52,6,CENTRAL,WEST,MEDIUM,16.66,WEB,0
O00885,C0338,MEDICAL,17/11/24 13:40,24,RIVERSIDE,CENTRAL,CRITICAL,125.38,APP,0
O00886,C0618,PASSENGER,12/11/24 11:04,1,EAST,CENTRAL,LOW,88.24,APP,1
O00887,C0434,RETAIL,07/04/25 03:29,24,CENTRAL,NORTH,LOW,173.81,PHONE,0
O00888,C0254,MEDICAL,13/06/24 06:33,2,RIVERSIDE,RIVERSIDE,LOW,139.5,APP,0
O00889,C0322,RETAIL,24/02/24 20:42,4,WEST,WEST,CRITICAL,40.25,APP,0
O00890,C0232,RETAIL,07/05/25 07:58,24,CENTRAL,EAST,HIGH,88.41,APP,0
O00891,C0449,PASSENGER,21/02/25 16:44,2,CENTRAL,AIRPORT,MEDIUM,82.47,WEB,0
O00892,C0157,PASSENGER,10/08/25 02:41,2,AIRPORT,AIRPORT,MEDIUM,326.38,WEB,0
O00893,C0391,BUSINESS,08/05/24 06:18,2,SOUTH,SOUTH,HIGH,33.29,PHONE,0
O00894,C0636,PARCEL,14/01/24 22:16,2,EAST,AIRPORT,LOW,114.94,WEB,0
O00895,C0599,PARCEL,17/03/25 22:07,4,RIVERSIDE,CENTRAL,MEDIUM,63.95,API,0
O00896,C0145,PASSENGER,29/06/24 19:28,6,EAST,SOUTH,LOW,50.35,APP,0
O00897,C0434,PASSENGER,21/09/25 21:10,6,SOUTH,WEST,LOW,101.28,WEB,0
O00898,C0643,PASSENGER,12/08/25 23:18,24,EAST,NORTH,LOW,82.8,APP,0
O00899,C0440,PASSENGER,02/04/25 07:21,6,AIRPORT,RIVERSIDE,CRITICAL,184.27,WEB,0
O00900,C0248,PASSENGER,20/09/24 00:05,2,RIVERSIDE,AIRPORT,HIGH,100.64,API,0
O00901,C0222,RETAIL,12/08/25 06:41,2,CENTRAL,AIRPORT,CRITICAL,136.84,PHONE,0
O00902,C0309,PARCEL,22/09/24 19:41,6,EAST,WEST,MEDIUM,70.09,APP,0
O00903,C0380,PARCEL,20/10/25 23:37,4,CENTRAL,EAST,LOW,18.78,WEB,1
O00904,C0618,PASSENGER,25/05/24 20:04,4,AIRPORT,AIRPORT,LOW,95.34,APP,0
O00905,C0622,PARCEL,09/04/25 02:44,6,EAST,CENTRAL,MEDIUM,63.25,APP,0
O00906,C0480,PASSENGER,02/04/25 09:04,24,WEST,RIVERSIDE,HIGH,133.71,APP,0
O00907,C0173,BUSINESS,03/06/24 23:04,6,EAST,EAST,MEDIUM,37.24,PHONE,0
O00908,C0167,PARCEL,07/02/25 00:04,6,AIRPORT,EAST,LOW,142.89,APP,1
O00909,C0324,BUSINESS,01/05/25 02:09,12,NORTH,EAST,HIGH,117.13,APP,0
O00910,C0465,BUSINESS,24/07/25 03:46,6,NORTH,NORTH,MEDIUM,159.86,APP,0
O00911,C0214,RETAIL,20/05/25 20:32,4,RIVERSIDE,CENTRAL,HIGH,24.34,APP,0
O00912,C0325,BUSINESS,12/05/25 08:58,6,EAST,WEST,LOW,39.19,PHONE,1
O00913,C0091,RETAIL,04/05/25 05:57,6,WEST,SOUTH,LOW,14.48,PHONE,0
O00914,C0258,RETAIL,04/12/24 08:19,6,SOUTH,NORTH,MEDIUM,217.46,APP,0
O00915,C0499,PARCEL,02/08/25 13:44,24,SOUTH,RIVERSIDE,CRITICAL,93.22,WEB,0
O00916,C0328,PASSENGER,12/07/25 05:28,12,SOUTH,SOUTH,MEDIUM,68.21,APP,0
O00917,C0027,RETAIL,04/07/24 14:21,6,CENTRAL,CENTRAL,LOW,30.8,UNKNOWN,0
O00918,C0147,BUSINESS,26/11/24 06:01,1,RIVERSIDE,NORTH,CRITICAL,50.49,APP,1
O00919,C0619,RETAIL,02/01/25 07:06,4,RIVERSIDE,NORTH,LOW,229.93,APP,0
O00920,C0242,PASSENGER,08/01/24 11:42,12,RIVERSIDE,EAST,LOW,74.71,APP,0
O00921,C0448,RETAIL,12/09/24 08:39,4,EAST,CENTRAL,MEDIUM,198.22,APP,0
O00922,C0467,RETAIL,01/11/24 06:04,12,WEST,CENTRAL,LOW,41.3,PHONE,0
O00923,C0334,PARCEL,04/01/24 05:50,1,WEST,WEST,LOW,69.93,APP,0
O00924,C0139,RETAIL,11/06/25 21:37,24,WEST,CENTRAL,LOW,44.93,API,1
O00925,C0530,BUSINESS,15/11/24 21:16,12,SOUTH,AIRPORT,LOW,162.25,WEB,0
O00926,C0322,PARCEL,07/03/24 01:09,12,EAST,EAST,LOW,50.92,PHONE,0
O00927,C0533,MEDICAL,05/07/25 03:53,6,NORTH,WEST,MEDIUM,76.32,APP,0
O00928,C0231,PARCEL,28/02/24 12:16,24,SOUTH,AIRPORT,MEDIUM,60.36,APP,0
O00929,C0195,PARCEL,29/10/25 02:36,2,CENTRAL,RIVERSIDE,MEDIUM,117.07,PHONE,0
O00930,C0370,RETAIL,20/08/25 07:03,4,CENTRAL,RIVERSIDE,HIGH,133.79,APP,0
O00931,C0213,PARCEL,03/07/24 09:00,4,NORTH,NORTH,HIGH,70.8,APP,0
O00932,C0221,PARCEL,10/01/24 04:59,2,AIRPORT,WEST,MEDIUM,51.33,PHONE,0
O00933,C0534,PASSENGER,29/12/24 11:34,6,SOUTH,AIRPORT,HIGH,96.98,PHONE,1
O00934,C0437,BUSINESS,29/06/24 04:23,4,NORTH,EAST,MEDIUM,80.26,APP,0
O00935,C0404,PARCEL,14/09/24 11:23,12,EAST,EAST,HIGH,132.13,PHONE,1
O00936,C0498,PASSENGER,19/06/24 16:42,4,CENTRAL,AIRPORT,HIGH,129.0,WEB,0
O00937,C0549,PARCEL,24/04/24 07:58,4,RIVERSIDE,SOUTH,HIGH,31.56,APP,0
O00938,C0567,BUSINESS,18/06/24 09:48,6,CENTRAL,CENTRAL,MEDIUM,151.14,WEB,0
O00939,C0085,MEDICAL,24/01/25 00:14,12,SOUTH,SOUTH,CRITICAL,91.71,APP,1
O00940,C0575,PARCEL,26/10/25 06:56,6,WEST,WEST,HIGH,99.21,PHONE,0
O00941,C0571,PASSENGER,08/12/24 12:54,1,WEST,WEST,HIGH,110.52,WEB,0
O00942,C0291,PASSENGER,01/09/25 07:41,12,CENTRAL,RIVERSIDE,HIGH,101.75,APP,0
O00943,C0372,PASSENGER,28/04/25 08:55,4,NORTH,WEST,LOW,157.16,API,1
O00944,C0343,PASSENGER,01/08/24 01:06,24,CENTRAL,NORTH,LOW,216.6,APP,1
O00945,C0567,RETAIL,11/10/25 12:53,6,NORTH,NORTH,MEDIUM,155.97,APP,0
O00946,C0558,PARCEL,13/01/25 07:18,24,SOUTH,SOUTH,MEDIUM,113.57,APP,0
O00947,C0467,PASSENGER,31/01/24 15:28,4,NORTH,NORTH,HIGH,89.52,APP,0
O00948,C0626,BUSINESS,14/05/25 03:07,6,NORTH,WEST,LOW,60.77,APP,0
O00949,C0023,MEDICAL,15/04/25 17:45,24,WEST,WEST,MEDIUM,71.3,WEB,0
O00950,C0564,PASSENGER,18/05/25 02:25,24,SOUTH,AIRPORT,MEDIUM,82.99,PHONE,0
O00951,C0199,PASSENGER,30/04/24 15:30,6,EAST,AIRPORT,LOW,208.66,PHONE,0
O00952,C0156,PASSENGER,26/06/24 07:27,4,CENTRAL,RIVERSIDE,MEDIUM,183.79,APP,0
O00953,C0193,PARCEL,26/03/25 01:07,12,SOUTH,SOUTH,MEDIUM,3.57,APP,0
O00954,C0599,PASSENGER,14/07/24 02:17,4,SOUTH,SOUTH,CRITICAL,62.7,WEB,0
O00955,C0163,PASSENGER,01/04/25 14:30,4,CENTRAL,WEST,LOW,50.43,UNKNOWN,0
O00956,C0257,MEDICAL,09/01/24 10:35,4,WEST,SOUTH,MEDIUM,53.1,APP,0
O00957,C0385,PASSENGER,28/02/24 02:32,1,NORTH,NORTH,CRITICAL,12.91,APP,0
O00958,C0132,PASSENGER,15/08/24 15:47,4,AIRPORT,CENTRAL,CRITICAL,33.24,WEB,0
O00959,C0545,MEDICAL,08/09/24 18:39,12,AIRPORT,SOUTH,LOW,88.7,PHONE,1
O00960,C0554,PASSENGER,20/01/25 03:03,1,RIVERSIDE,NORTH,MEDIUM,86.06,APP,0
O00961,C0307,PARCEL,18/03/25 16:03,4,CENTRAL,AIRPORT,MEDIUM,168.98,APP,1
O00962,C0113,PASSENGER,09/02/24 16:10,4,SOUTH,CENTRAL,LOW,108.48,UNKNOWN,0
O00963,C0528,MEDICAL,06/06/25 10:13,24,NORTH,EAST,MEDIUM,30.53,API,0
O00964,C0247,RETAIL,13/04/24 02:30,2,CENTRAL,SOUTH,HIGH,178.23,PHONE,0
O00965,C0384,PASSENGER,28/09/24 14:59,6,EAST,NORTH,LOW,76.97,WEB,0
O00966,C0568,RETAIL,16/04/25 23:08,12,CENTRAL,CENTRAL,HIGH,29.24,APP,1
O00967,C0343,BUSINESS,17/03/24 14:40,6,NORTH,WEST,MEDIUM,50.8,APP,0
O00968,C0529,BUSINESS,21/11/24 03:13,12,SOUTH,CENTRAL,MEDIUM,76.41,APP,0
O00969,C0372,PARCEL,14/10/24 21:50,2,NORTH,RIVERSIDE,HIGH,36.75,PHONE,0
O00970,C0099,RETAIL,01/04/25 02:07,2,NORTH,AIRPORT,MEDIUM,29.04,WEB,0
O00971,C0405,PARCEL,21/12/25 15:30,6,CENTRAL,SOUTH,HIGH,14.62,APP,0
O00972,C0396,PARCEL,20/09/24 05:32,24,EAST,SOUTH,MEDIUM,95.82,WEB,1
O00973,C0506,PARCEL,01/12/24 20:41,1,AIRPORT,WEST,LOW,81.56,APP,0
O00974,C0071,RETAIL,06/11/25 00:41,4,EAST,RIVERSIDE,MEDIUM,74.02,APP,0
O00975,C0455,RETAIL,26/04/25 21:47,4,CENTRAL,SOUTH,MEDIUM,33.56,APP,0
O00976,C0078,MEDICAL,02/02/24 17:41,24,CENTRAL,EAST,HIGH,40.78,PHONE,0
O00977,C0235,RETAIL,27/08/24 15:42,4,WEST,WEST,MEDIUM,25.58,APP,1
O00978,C0515,PARCEL,09/11/25 04:41,24,RIVERSIDE,CENTRAL,HIGH,124.25,APP,0
O00979,C0257,BUSINESS,01/08/25 04:24,12,NORTH,WEST,LOW,54.09,PHONE,0
O00980,C0545,PARCEL,25/11/24 23:02,4,WEST,RIVERSIDE,MEDIUM,510.06,APP,0
O00981,C0597,MEDICAL,01/11/25 21:57,24,AIRPORT,RIVERSIDE,HIGH,107.45,APP,0
O00982,C0616,PARCEL,28/10/25 05:44,4,EAST,NORTH,CRITICAL,131.9,APP,0
O00983,C0538,PASSENGER,20/08/24 00:38,4,CENTRAL,NORTH,MEDIUM,122.09,WEB,0
O00984,C0155,PARCEL,14/04/25 23:05,6,EAST,WEST,MEDIUM,79.05,APP,0
O00985,C0461,PARCEL,04/05/25 06:54,6,NORTH,WEST,LOW,117.68,APP,0
O00986,C0303,PARCEL,02/06/24 09:28,24,SOUTH,SOUTH,MEDIUM,111.61,PHONE,0
O00987,C0612,RETAIL,23/05/24 06:19,24,WEST,CENTRAL,HIGH,115.17,APP,0
O00988,C0330,PARCEL,17/11/24 18:12,6,CENTRAL,RIVERSIDE,LOW,43.93,APP,0
O00989,C0351,MEDICAL,03/08/24 12:01,1,NORTH,CENTRAL,MEDIUM,89.8,API,0
O00990,C0053,RETAIL,26/11/25 05:00,4,SOUTH,CENTRAL,HIGH,199.17,PHONE,0
O00991,C0175,BUSINESS,01/03/25 15:14,4,EAST,CENTRAL,HIGH,61.06,APP,0
O00992,C0438,RETAIL,03/08/24 15:23,4,CENTRAL,SOUTH,HIGH,54.25,PHONE,0
O00993,C0440,PASSENGER,06/07/25 23:31,24,EAST,NORTH,HIGH,51.85,PHONE,1
O00994,C0521,RETAIL,19/11/25 06:39,1,SOUTH,SOUTH,HIGH,40.11,API,0
O00995,C0622,PASSENGER,08/09/24 06:53,24,CENTRAL,WEST,MEDIUM,202.67,PHONE,0
O00996,C0238,PASSENGER,26/04/25 06:19,4,CENTRAL,EAST,HIGH,52.53,APP,1
O00997,C0560,RETAIL,04/12/25 08:14,4,SOUTH,WEST,CRITICAL,59.22,WEB,0
O00998,C0169,PARCEL,25/11/24 01:26,6,NORTH,SOUTH,MEDIUM,23.86,PHONE,1
O00999,C0613,RETAIL,30/06/24 10:26,24,RIVERSIDE,SOUTH,HIGH,170.69,WEB,1
O01000,C0576,RETAIL,15/11/25 22:01,6,AIRPORT,WEST,MEDIUM,59.9,API,1
O01001,C0413,PASSENGER,08/05/25 11:49,12,WEST,CENTRAL,HIGH,78.37,WEB,0
O01002,C0607,BUSINESS,14/06/24 07:52,12,WEST,WEST,MEDIUM,109.31,WEB,1
O01003,C0473,PASSENGER,01/01/24 04:38,24,AIRPORT,WEST,LOW,60.87,WEB,0
O01004,C0056,RETAIL,21/09/24 19:29,2,CENTRAL,AIRPORT,HIGH,98.19,WEB,0
O01005,C0104,BUSINESS,05/01/25 17:35,12,RIVERSIDE,SOUTH,HIGH,127.67,APP,0
O01006,C0112,PARCEL,29/12/25 12:08,12,CENTRAL,EAST,HIGH,74.48,PHONE,1
O01007,C0556,MEDICAL,24/09/24 07:35,12,RIVERSIDE,RIVERSIDE,MEDIUM,46.92,APP,0
O01008,C0575,PARCEL,05/03/24 08:26,12,WEST,NORTH,HIGH,76.64,APP,0
O01009,C0545,PASSENGER,06/01/24 04:33,4,EAST,RIVERSIDE,MEDIUM,167.86,WEB,1
O01010,C0018,BUSINESS,18/05/24 18:20,6,WEST,SOUTH,LOW,55.14,UNKNOWN,0
O01011,C0257,BUSINESS,28/02/24 05:14,12,AIRPORT,SOUTH,LOW,103.05,APP,1
O01012,C0532,RETAIL,03/08/25 05:05,1,RIVERSIDE,CENTRAL,CRITICAL,99.1,APP,0
O01013,C0185,PASSENGER,22/08/25 14:50,4,CENTRAL,NORTH,LOW,76.79,WEB,0
O01014,C0106,MEDICAL,22/02/25 08:56,1,SOUTH,AIRPORT,MEDIUM,47.39,APP,0
O01015,C0226,PASSENGER,08/06/25 21:14,6,RIVERSIDE,CENTRAL,HIGH,40.54,PHONE,0
O01016,C0407,RETAIL,06/03/24 23:17,6,AIRPORT,SOUTH,HIGH,76.82,UNKNOWN,0
O01017,C0201,RETAIL,30/12/25 13:06,6,CENTRAL,WEST,HIGH,30.84,PHONE,0
O01018,C0180,PARCEL,22/02/24 13:58,12,WEST,AIRPORT,MEDIUM,98.9,APP,0
O01019,C0626,PARCEL,16/04/24 00:57,4,WEST,EAST,HIGH,206.52,APP,0
O01020,C0321,RETAIL,23/10/24 02:18,2,AIRPORT,SOUTH,HIGH,77.64,APP,0
O01021,C0625,RETAIL,28/06/24 04:26,6,WEST,CENTRAL,HIGH,78.29,API,0
O01022,C0061,RETAIL,16/03/24 16:24,24,EAST,SOUTH,MEDIUM,43.98,WEB,0
O01023,C0243,PARCEL,11/03/24 21:41,6,RIVERSIDE,CENTRAL,MEDIUM,89.2,UNKNOWN,0
O01024,C0396,PASSENGER,23/12/25 16:37,4,NORTH,WEST,LOW,129.76,APP,0
O01025,C0390,PARCEL,29/04/24 14:15,6,WEST,NORTH,MEDIUM,75.72,APP,0
O01026,C0309,BUSINESS,26/05/25 21:33,1,WEST,CENTRAL,HIGH,20.25,PHONE,0
O01027,C0492,PARCEL,23/08/25 21:51,4,EAST,CENTRAL,MEDIUM,97.55,APP,0
O01028,C0373,PASSENGER,13/01/25 16:35,4,SOUTH,SOUTH,MEDIUM,109.71,API,1
O01029,C0478,RETAIL,16/07/24 13:04,1,EAST,NORTH,MEDIUM,87.86,APP,0
O01030,C0279,PARCEL,29/08/25 08:36,6,CENTRAL,WEST,HIGH,186.34,WEB,1
O01031,C0578,BUSINESS,26/01/25 05:55,6,EAST,CENTRAL,MEDIUM,80.04,WEB,0
O01032,C0357,PASSENGER,12/09/25 08:41,4,WEST,EAST,HIGH,74.27,PHONE,0
O01033,C0234,MEDICAL,30/08/24 13:23,1,WEST,CENTRAL,LOW,11.57,PHONE,1
